date,T,c,h,l,n,o,t,v,vw
2025-06-04,MCD,311.57,314.2499,309.48,52513,313,1749067200000,2069546.0,312.3219
2025-06-04,TRV,271.86,276.15,271.84,23772,276.15,1749067200000,988787,273.402
2025-06-04,MRK,78.27,79.135,77.33,134060,77.474,1749067200000,13009326.0,78.5201
2025-06-04,GS,599.21,606.33,598.72,46714,605.48,1749067200000,1295143.0,600.6281
2025-06-04,JPM,264.22,267.12,264.18,113277,265.92,1749067200000,5915710.0,264.9989
2025-06-04,AMGN,287.01,293.21,286.89,48784,290.19,1749067200000,2338424.0,288.5068
2025-06-04,DIS,113.49,114.05,112.9764,83910,113.855,1749067200000,5614893.0,113.6577
2025-06-04,MMM,146.81,148.95,146.71,42211,148.91,1749067200000,2347013.0,147.3349
2025-06-04,HD,372.4,375.37,371.66,59903,373.08,1749067200000,2429139.0,373.3704
2025-06-04,AXP,295.93,298.6499,295.8,45471,297.81,1749067200000,1842452.0,296.6344
2025-06-04,PG,165.95,168.045,165.923,74121,166.69,1749067200000,4939333.0,166.6941
2025-06-04,CVX,137.37,140.63,137.33,131775,139.42,1749067200000,8735619.0,138.2547
2025-06-04,CRM,263.17,265.5,261.62,127462,264.19,1749067200000,7372529.0,263.3445
2025-06-04,JNJ,153.22,154.93,153.13,100457,154.93,1749067200000,6983861.0,153.6633
2025-06-05,WMT,97.96,99.59,97.605,169537,99.295,1749153600000,15825276.0,98.0926
2025-06-05,INTC,19.99,20.55,19.85,203759,20.27,1749153600000,72595606.0,20.2088
2025-06-05,CSCO,64.62,64.91,64.28,126842,64.48,1749153600000,17058566.0,64.6346
2025-06-05,AMZN,207.91,212.81,207.56,668806,209.55,1749153600000,51979243.0,209.7551
2025-06-05,NKE,62.67,63.66,62.23,105874,62.94,1749153600000,12374936.0,62.8817
2025-06-05,CAT,348.96,351.51,345.85,42870,351,1749153600000,1753704.0,349.1686
2025-06-05,NVDA,139.99,144,138.83,1874299,142.17,1749153600000,232410759.0,141.3967
2025-06-05,AAPL,200.63,204.75,200.15,637645,203.5,1749153600000,55221235.0,201.838
2025-06-05,MSFT,467.68,469.65,464.03,355702,464.955,1749153600000,20154460.0,467.4725
2025-06-05,AMGN,287.1,291.3599,284.99,51872,286.33,1749153600000,2522678.0,288.5833
2025-06-05,IBM,266.86,267.51,265.1,52928,265.2,1749153600000,2659478.0,266.6142
2025-06-05,CVX,136.9,138.29,136.7,95328,138.15,1749153600000,6350526.0,137.2528
2025-06-05,HON,226.67,227.92,226.12,38555,227.47,1749153600000,3250130.0,226.8419
2025-06-05,UNH,295.84,302.42,294.11,278346,300.38,1749153600000,13627792.0,297.8166
2025-06-05,MRK,77.62,78.545,77.25,102291,78.41,1749153600000,13996570.0,77.7913
2025-06-05,BA,209.02,212.99,208.22,84367,212.5,1749153600000,4764376.0,210.2402
2025-06-05,PG,162.8,165.44,162.51,124712,165.43,1749153600000,10352288.0,163.1985
2025-06-05,DIS,112.53,114.34,111.8435,108152,113.73,1749153600000,8550153.0,113.2666
2025-06-05,JPM,261.95,264.74,260.31,139704,264.74,1749153600000,8179258.0,262.2088
2025-06-05,MCD,308.98,312,307.77,72245,312,1749153600000,3817236.0,309.2829
2025-06-05,GS,605.88,609.715,592.9,63768,600,1749153600000,2088546.0,604.171
2025-06-05,MMM,146.26,147.265,144.89,56028,147.04,1749153600000,3568399.0,146.1366
2025-06-05,CRM,267.14,268.75,263.635,141887,263.71,1749153600000,8647080.0,266.7571
2025-06-05,HD,369.28,371.56,367.51,57907,370.99,1749153600000,2324772.0,369.5797
2025-06-05,KO,70.91,71.455,70.835,121195,71.38,1749153600000,13535619.0,71.0437
2025-06-05,VZ,43.3,43.409,43.03,79744,43.35,1749153600000,12101565.0,43.2523
2025-06-05,V,366.77,371,365.93,96407,370,1749153600000,6884638.0,368.0208
2025-06-05,TRV,271.02,273.045,269.5014,19817,271.61,1749153600000,773162,271.0746
2025-06-05,SHW,357.88,363.38,356.16,29011,363.38,1749153600000,1438758.0,359.2424
2025-06-05,JNJ,153.66,154.09,152.64,81722,153.68,1749153600000,5296258.0,153.559
2025-06-05,AXP,295.96,298.5,294.14,41939,296.5,1749153600000,1697419.0,296.4828
2025-06-06,NVDA,141.72,143.27,141.51,1312670,142.51,1749240000000,153986153.0,142.1551
2025-06-06,INTC,20.06,20.44,20.03,179242,20.17,1749240000000,70072846.0,20.2062
2025-06-06,CAT,353.35,357.44,352.26,42054,353.57,1749240000000,1608073.0,354.0385
2025-06-06,AMZN,213.57,213.8699,210.5,512176,212.4,1749240000000,39832500.0,212.5672
2025-06-06,NKE,62.8,63.09,62.115,102744,62.67,1749240000000,13299624.0,62.6673
2025-06-06,CSCO,66.06,66.16,65.23,137270,65.315,1749240000000,20943758.0,65.8353
2025-06-06,KO,71.35,71.48,70.9448,94139,71.085,1749240000000,9524036.0,71.2775
2025-06-06,AMGN,290.33,293.57,289.01,47638,289.8,1749240000000,1996270.0,290.6478
2025-06-06,HON,228.78,230.47,228.15,39323,228.745,1749240000000,2215865.0,228.9665
2025-06-06,TRV,273.69,275.58,272.08,18258,273.31,1749240000000,695471,273.7066
2025-06-06,JPM,265.73,266.65,264.26,126963,264.33,1749240000000,7738134.0,265.741
2025-06-06,MSFT,470.38,473.335,468.78,357963,470.085,1749240000000,15285624.0,470.8644
2025-06-06,CVX,140.21,140.61,138.09,105991,138.09,1749240000000,6563518.0,139.9705
2025-06-06,AAPL,203.92,205.7,202.05,556357,203,1749240000000,46607693.0,204.0682
2025-06-06,DIS,113.9,114.22,113.21,79914,113.36,1749240000000,5790664.0,113.903
2025-06-06,MCD,307.36,309.86,306.81,61016,307.15,1749240000000,2622767.0,307.8418
2025-06-06,MRK,78.97,79.49,78.21,87312,78.3,1749240000000,9863134.0,78.9519
2025-06-06,PG,164.02,165.24,163.28,81100,163.29,1749240000000,5697877.0,164.1728
2025-06-06,WMT,97.47,98.56,96.97,163137,98.37,1749240000000,15599294.0,97.616
2025-06-06,GS,614,621.375,610,58365,613,1749240000000,1676062.0,614.7725
2025-06-06,HD,367.33,372.65,365.965,66675,371.51,1749240000000,2349978.0,368.7114
2025-06-06,JNJ,155.03,156.03,154,74159,154,1749240000000,5391841.0,154.9723
2025-06-06,IBM,268.87,270.17,267.53,56771,267.99,1749240000000,2495543.0,268.873
2025-06-06,UNH,303.22,304.39,297.15,217634,297.23,1749240000000,12588977.0,300.8185
2025-06-06,CRM,274.51,274.9,268.21,125953,269.97,1749240000000,7507040.0,272.7806
2025-06-06,MMM,145.5,148.46,145.44,40909,148,1749240000000,2297132.0,146.2069
2025-06-06,VZ,43.8,43.9208,43.375,66618,43.4,1749240000000,10135212.0,43.7375
2025-06-06,V,370.22,371,367.55,81725,369.01,1749240000000,5008493.0,369.9524
2025-06-06,BA,210.8,211.11,208.04,96217,210.24,1749240000000,6079682.0,209.8381
2025-06-06,SHW,357.48,363.36,357.24,31421,361.13,1749240000000,1495286.0,358.8931
2025-06-06,AXP,302.47,303.5,299.23,57646,300.29,1749240000000,2099359.0,301.8148
2025-06-09,VZ,43.65,43.945,43.51,80579,43.65,1749499200000,13399442.0,43.7462
2025-06-09,DIS,115.66,116.11,113.98,107309,113.98,1749499200000,7960389.0,115.1683
2025-06-09,BA,217.51,218.8,211.09,148808,211.23,1749499200000,9419229.0,216.4114
2025-06-09,MSFT,472.75,473.43,468.62,306173,469.7,1749499200000,16469932.0,471.8651
2025-06-09,INTC,20.48,20.96,20.22,265216,20.22,1749499200000,92893898.0,20.6317
2025-06-09,AAPL,201.45,206,200.02,860118,204.39,1749499200000,72862557.0,202.5405
2025-06-09,PG,162.56,164.016,162.07,97518,163.39,1749499200000,6544199.0,162.6899
2025-06-09,CSCO,65.9,66.36,65.59,99164,66.115,1749499200000,13689756.0,65.9231
2025-06-09,JPM,266.74,267.9,263.35,139063,266,1749499200000,8285364.0,266.1918
2025-06-09,AMZN,216.98,217.85,212.88,560148,214.75,1749499200000,38102502.0,216.0254
2025-06-09,CRM,272.25,274.2,269.6631,108115,272.85,1749499200000,5728297.0,272.5127
2025-06-09,WMT,97.45,97.85,96.77,155466,97.4,1749499200000,13655700.0,97.4052
2025-06-09,JNJ,155.23,155.99,154.45,76596,154.85,1749499200000,5319232.0,155.2918
2025-06-09,AMGN,289.98,291.66,287.5391,44004,290.47,1749499200000,1967217.0,290.2297
2025-06-09,CAT,358.07,360.46,353.925,55765,355.22,1749499200000,2147099.0,358.251
2025-06-09,NVDA,142.63,145,141.94,1524850,143.19,1749499200000,185114494.0,143.2169
2025-06-09,HON,227.13,228.7,226.53,43584,228.69,1749499200000,2561469.0,227.3937
2025-06-09,IBM,272.08,273.47,266.71,81767,268.1,1749499200000,4331464.0,271.8772
2025-06-09,TRV,267.78,273.555,262.93,27672,273.555,1749499200000,1227433.0,267.1759
2025-06-09,KO,71.77,71.83,71.09,121068,71.35,1749499200000,12281339.0,71.5504
2025-06-09,MRK,79.33,80.405,78.67,117863,79.61,1749499200000,18305764.0,79.3171
2025-06-09,MCD,304.78,305.23,299.8464,82426,303.73,1749499200000,4059771.0,303.5398
2025-06-09,HD,365.2,367.35,364.3631,62636,367.32,1749499200000,2619747.0,365.7069
2025-06-09,CVX,140.76,142.14,139.685,117154,140.55,1749499200000,7159471.0,141.1852
2025-06-09,GS,613.52,619.1,611.01,51092,614.75,1749499200000,1610717.0,614.6567
2025-06-09,NKE,61.91,63.49,61.88,114076,63.3,1749499200000,11640024.0,62.2647
2025-06-09,MMM,144.23,146.03,142.67,51826,145.55,1749499200000,3402198.0,144.4621
2025-06-09,V,366.66,369.79,362.05,109221,369.79,1749499200000,5000275.0,366.2458
2025-06-09,UNH,303.19,307.4,301.141,203637,305.035,1749499200000,12170320.0,303.3288
2025-06-09,AXP,301.56,303.79,299.58,52316,303.79,1749499200000,2098056.0,301.5703
2025-06-09,SHW,357.95,359.79,354.9,23416,358.03,1749499200000,849225,357.785
2025-06-10,KO,72.35,72.685,71.76,117121,71.9,1749585600000,12264972.0,72.2524
2025-06-10,MSFT,470.92,472.8,466.96,306084,471.185,1749585600000,15375944.0,469.9769
2025-06-10,WMT,97.32,98.0892,96.48,151281,97.29,1749585600000,17162468.0,97.1103
2025-06-10,MRK,81.35,81.88,79.33,130305,79.34,1749585600000,13254093.0,81.0559
2025-06-10,INTC,22.08,22.44,20.28,415846,20.5,1749585600000,171457008.0,21.6141
2025-06-10,AMZN,217.61,217.69,214.15,429031,216.78,1749585600000,31303317.0,216.5561
2025-06-10,BA,215.73,217.9005,213.2514,114479,217.58,1749585600000,8190124.0,215.5677
2025-06-10,V,370.7,371.44,366.68,89798,367,1749585600000,4109266.0,369.5638
2025-06-10,AAPL,202.67,204.35,200.57,611323,200.6,1749585600000,54672608.0,202.5339
2025-06-10,IBM,276.24,277.47,272.56,102265,273.19,1749585600000,5163507.0,275.7523
2025-06-10,AMGN,293.43,295.64,289.79,50975,290,1749585600000,2441506.0,293.8085
2025-06-10,CSCO,65.15,66.08,64.805,114557,66.005,1749585600000,17214901.0,65.3029
2025-06-10,NVDA,143.96,144.29,141.525,1257371,142.69,1749585600000,155881897.0,143.0962
2025-06-10,HD,367.91,368.55,362.55,65211,365.94,1749585600000,3014922.0,366.8297
2025-06-10,HON,226.26,227.61,225.73,40445,227.12,1749585600000,2665547.0,226.4262
2025-06-10,CVX,143.35,144.94,141.91,149205,142.22,1749585600000,9841523.0,143.7205
2025-06-10,JNJ,156.45,157.44,155.02,93649,155.43,1749585600000,6791881.0,156.3301
2025-06-10,MCD,300.43,302.409,299.45,91137,300.01,1749585600000,4698701.0,300.7126
2025-06-10,PG,162.84,163.51,161.92,96338,162.69,1749585600000,7680015.0,162.759
2025-06-10,UNH,303.79,305.12,300.59,187435,303.8,1749585600000,11384053.0,303.0035
2025-06-10,DIS,118.73,120.5,115.525,222266,115.525,1749585600000,18948440.0,118.5212
2025-06-10,VZ,44.13,44.345,43.565,88351,43.65,1749585600000,13724149.0,44.0344
2025-06-10,MMM,145.06,145.31,143.15,47646,144.24,1749585600000,3129377.0,144.6678
2025-06-10,GS,614.87,616.55,609.3113,42166,613,1749585600000,1376484.0,613.839
2025-06-10,TRV,263,266.47,262.43,26602,266.47,1749585600000,1385768.0,263.4491
2025-06-10,CRM,268.22,273.75,266.8434,120453,272.07,1749585600000,6309748.0,269.8376
2025-06-10,JPM,268.6,268.9,265.85,119349,265.88,1749585600000,7538135.0,267.7878
2025-06-10,NKE,63.87,64.155,62.25,132671,62.38,1749585600000,15286966.0,63.6876
2025-06-10,SHW,360.73,360.98,356.77,22347,360.42,1749585600000,769414,359.6511
2025-06-10,CAT,358.57,360.355,356.085,47059,359.44,1749585600000,1894523.0,358.5564
2025-06-10,AXP,299.52,301.78,298,52662,301.7,1749585600000,2045505.0,299.8283
2025-06-11,AAPL,198.78,204.5,198.41,770310,203.5,1749672000000,60989857.0,200.4652
2025-06-11,UNH,310.56,311.58,302.23,251888,302.68,1749672000000,14711373.0,308.283
2025-06-11,MSFT,472.62,475.47,469.655,316703,470.02,1749672000000,16399176.0,473.0906
2025-06-11,DIS,119.52,119.545,117.65,122248,118.38,1749672000000,10439186.0,119.1031
2025-06-11,IBM,281.52,281.75,275.11,96216,276.7,1749672000000,4656034.0,279.9695
2025-06-11,AMGN,291.81,294.665,291.15,40763,293.21,1749672000000,1828333.0,292.6953
2025-06-11,HON,225.82,226.8,221.6515,44790,225.92,1749672000000,2493650.0,225.5724
2025-06-11,WMT,95.8,97.29,95.35,169486,97.29,1749672000000,16389620.0,96.1399
2025-06-11,MMM,147.18,148.05,144.42,50912,145.045,1749672000000,2904370.0,147.0333
2025-06-11,INTC,20.68,21.83,20.38,447341,21.78,1749672000000,146784468.0,20.8825
2025-06-11,AMZN,213.2,218.4,212.89,503640,217.41,1749672000000,39325981.0,214.884
2025-06-11,VZ,43.74,44.3999,43.69,92720,44.19,1749672000000,14602140.0,43.9141
2025-06-11,KO,72.07,72.36,71.76,110283,72.265,1749672000000,12718510.0,72.0262
2025-06-11,NVDA,142.83,144.99,141.87,1429440,144.61,1749672000000,167694044.0,143.4853
2025-06-11,CSCO,64.19,65.15,63.865,147005,65.11,1749672000000,20442571.0,64.2424
2025-06-11,CAT,363.14,364.29,357.745,62603,360.94,1749672000000,2551804.0,362.5498
2025-06-11,HD,360.46,369.14,359.31,82301,369.14,1749672000000,3793526.0,362.7317
2025-06-11,PG,162.11,162.7699,161.69,88783,162.63,1749672000000,5960052.0,162.2283
2025-06-11,CVX,144.78,145.12,142.61,137867,144.19,1749672000000,9256663.0,144.0365
2025-06-11,GS,624.17,629.84,614.59,66517,617.18,1749672000000,2063555.0,624.2735
2025-06-11,TRV,261.27,264,260.24,29927,262.61,1749672000000,1326352.0,261.7294
2025-06-11,NKE,63.11,64.85,62.58,116716,64.395,1749672000000,10238704.0,63.3457
2025-06-11,CRM,265.91,269.51,265.41,92987,268.5,1749672000000,6568118.0,267.5443
2025-06-11,V,373.31,375.51,369.38,105648,370,1749672000000,5562874.0,373.1164
2025-06-11,SHW,357.13,362.67,356.5,30247,361.47,1749672000000,1115259.0,358.9893
2025-06-11,MCD,301.72,303.2,297.19,75984,300.2,1749672000000,3312510.0,301.119
2025-06-11,BA,214,216.205,212.2101,95486,215.5,1749672000000,5398772.0,214.1823
2025-06-11,MRK,80.32,81.68,79.98,113899,81.35,1749672000000,11803341.0,80.601
2025-06-11,JPM,268.15,269.6199,265.7862,108048,268.68,1749672000000,7434064.0,268.2542
2025-06-11,JNJ,155.26,156.6,154.73,89967,156.3,1749672000000,6016039.0,155.5108
2025-06-11,AXP,299.1,303.39,298.655,49746,300.18,1749672000000,2013798.0,300.509
2025-06-12,INTC,20.77,20.98,20.41,192631,20.5,1749758400000,78175914.0,20.6961
2025-06-12,NKE,62.8,62.93,61.76,100489,62.74,1749758400000,9830489.0,62.6181
2025-06-12,MCD,303.16,303.18,300.066,57387,301.67,1749758400000,2584667.0,302.0548
2025-06-12,NVDA,145,145,141.85,1303436,141.97,1749758400000,162364991.0,144.2469
2025-06-12,MSFT,478.87,480.415,473.52,351653,475.02,1749758400000,18950582.0,478.0711
2025-06-12,AMZN,213.24,213.58,211.33,364940,211.78,1749758400000,27639991.0,212.8655
2025-06-12,AAPL,199.2,199.68,197.3601,541843,199.08,1749758400000,43904635.0,198.7007
2025-06-12,BA,203.75,206.34,201.28,461809,202.17,1749758400000,30586616.0,203.0114
2025-06-12,AXP,297.99,298.575,294,42460,296.67,1749758400000,1604549.0,297.494
2025-06-12,V,371.4,374.17,369.545,84445,372.23,1749758400000,4874007.0,371.6464
2025-06-12,CVX,144.97,145.2,143.43,125427,144.5,1749758400000,6999389.0,144.6945
2025-06-12,UNH,318.5,318.8,308.51,267022,311.405,1749758400000,15957166.0,315.5689
2025-06-12,JPM,268.24,268.29,265.14,88723,266.86,1749758400000,6618026.0,267.7116
2025-06-12,HD,363.16,365.0718,358.51,73393,360.81,1749758400000,2921924.0,362.424
2025-06-12,CRM,266.91,269.02,263.4,115448,264.7,1749758400000,8054033.0,266.9457
2025-06-12,CSCO,65.1,65.205,64.11,112030,64.315,1749758400000,15160768.0,64.9887
2025-06-12,PG,163.18,163.31,161.675,85817,161.97,1749758400000,6509891.0,162.7956
2025-06-12,HON,226.05,226.71,223.77,33370,225.03,1749758400000,1599246.0,225.9859
2025-06-12,KO,72.24,72.3999,71.6,111173,72.25,1749758400000,12806911.0,72.0937
2025-06-12,VZ,43.16,43.8899,42.91,126539,43.88,1749758400000,22370491.0,43.1778
2025-06-12,SHW,356.2,357.66,354.29,25227,357.66,1749758400000,888460,355.8624
2025-06-12,IBM,281.03,283.06,279.83,63263,281.53,1749758400000,3418007.0,281.3442
2025-06-12,JNJ,156.66,156.675,155.17,97325,156.24,1749758400000,7075511.0,156.224
2025-06-12,GS,625.11,626.01,615.8,46479,621,1749758400000,1634667.0,623.6646
2025-06-12,CAT,360.96,362,357.87,40071,359.85,1749758400000,1571922.0,360.5458
2025-06-12,TRV,265.95,266.08,258.8401,24160,260.29,1749758400000,1141679.0,264.3434
2025-06-12,AMGN,297.29,297.44,292.68,42844,294.21,1749758400000,2160004.0,296.1763
2025-06-12,WMT,94.83,95.26,93.43,212571,94.89,1749758400000,17845704.0,94.6258
2025-06-12,DIS,118.61,119.39,117.66,98208,118.87,1749758400000,7980313.0,118.5599
2025-06-12,MMM,144.77,147.27,144.49,37823,146.42,1749758400000,2069727.0,145.1256
2025-06-12,MRK,81.82,82.11,80.07,107510,80.19,1749758400000,13169179.0,81.5886
2025-06-13,TRV,263.47,266.8,262.82,25351,264.31,1749844800000,992446,264.3251
2025-06-13,INTC,20.14,20.6,20.1,213789,20.33,1749844800000,87655889.0,20.3198
2025-06-13,AMZN,212.1,214.05,209.62,443361,209.96,1749844800000,29337763.0,211.9129
2025-06-13,IBM,277.22,279.84,275.83,64671,278.205,1749844800000,3243824.0,277.6398
2025-06-13,CSCO,64.09,64.725,63.93,115367,64.59,1749844800000,14634981.0,64.234
2025-06-13,WMT,94.44,95.32,94.005,192827,94.52,1749844800000,18694739.0,94.5727
2025-06-13,AAPL,196.45,200.37,195.7,716210,199.73,1749844800000,51447349.0,197.0361
2025-06-13,VZ,43.01,43.275,42.92,84334,42.99,1749844800000,13544051.0,43.0534
2025-06-13,NKE,60.53,62.78,60.11,152481,61.745,1749844800000,16509682.0,61.2227
2025-06-13,CVX,145.91,147.6,144.54,251497,147.08,1749844800000,14148022.0,145.8548
2025-06-13,PG,160.28,163.03,159.91,101592,162.765,1749844800000,7104547.0,160.8708
2025-06-13,MSFT,474.96,479.18,472.76,354555,476.41,1749844800000,16814456.0,475.6248
2025-06-13,AXP,287.79,293.33,286.15,76590,292.545,1749844800000,3405947.0,289.4025
2025-06-13,V,352.85,363.01,345,309555,361.505,1749844800000,14181686.0,351.9353
2025-06-13,JPM,264.95,267.02,262.71,128282,265.08,1749844800000,7098265.0,264.9227
2025-06-13,DIS,117.94,118.32,117.3,111570,117.305,1749844800000,13204927.0,117.8731
2025-06-13,BA,200.32,202.23,195.28,243189,200.675,1749844800000,16093453.0,199.1349
2025-06-13,NVDA,141.97,143.58,140.855,1479208,142.48,1749844800000,180820565.0,142.3023
2025-06-13,UNH,313.53,317.4212,311.91,228999,315.9,1749844800000,13762432.0,314.2464
2025-06-13,MRK,81.71,82.44,81.45,122087,81.65,1749844800000,14550530.0,81.8437
2025-06-13,GS,613.54,620.1236,609.59,55973,616.05,1749844800000,1675102.0,613.9516
2025-06-13,MCD,301.91,305.11,301.15,57198,301.81,1749844800000,2435628.0,302.6883
2025-06-13,HON,224.29,226.13,223.5101,43226,224.9,1749844800000,2497074.0,224.6645
2025-06-13,MMM,142.32,144.45,141.73,43413,143.13,1749844800000,2450815.0,142.6947
2025-06-13,SHW,335.88,350.29,335.12,58863,350.29,1749844800000,2797956.0,339.5307
2025-06-13,HD,354.66,362.79,352.8,77589,360,1749844800000,3364429.0,356.014
2025-06-13,CAT,357.05,360.38,355.7,44714,357.23,1749844800000,1609882.0,357.4622
2025-06-13,JNJ,157.1,157.67,155.97,94420,155.97,1749844800000,6587849.0,157.1139
2025-06-13,KO,71.02,71.88,70.73,136502,71.77,1749844800000,17467162.0,71.1664
2025-06-13,CRM,258.4,265.7,258,140720,263.48,1749844800000,7659317.0,260.1394
2025-06-13,AMGN,295.22,299.49,294.07,47214,294.73,1749844800000,2191296.0,296.2878
2025-06-16,INTC,20.74,20.93,20.3,223891,20.41,1750104000000,86745123.0,20.7238
2025-06-16,MMM,145.07,145.39,143.505,35942,143.68,1750104000000,1681261.0,144.8805
2025-06-16,WMT,94.29,95.78,94.095,163519,94.75,1750104000000,14881663.0,94.6974
2025-06-16,AAPL,198.42,198.685,196.5636,568354,197.3,1750104000000,43020691.0,197.8895
2025-06-16,CSCO,65.51,65.615,64.85,131334,65.19,1750104000000,16957712.0,65.4101
2025-06-16,IBM,281.83,284.5,278.6657,73186,279.305,1750104000000,3685321.0,282.291
2025-06-16,AMZN,216.1,217.06,211.6,457829,212.31,1750104000000,33284158.0,215.1622
2025-06-16,CVX,146.03,146.8696,143.74,189341,145.73,1750104000000,10105077.0,145.377
2025-06-16,VZ,42.5,43.105,42.33,125182,42.96,1750104000000,20449259.0,42.6145
2025-06-16,JPM,270.36,271.73,266.85,122402,267,1750104000000,8566019.0,270.3975
2025-06-16,CAT,362.44,364.6099,360.2,49470,361,1750104000000,1579789.0,362.8115
2025-06-16,NVDA,144.69,146.175,143.2001,1517104,143.345,1750104000000,183133666.0,144.8995
2025-06-16,MSFT,479.14,480.6943,475,330452,475.21,1750104000000,15626104.0,479.043
2025-06-16,SHW,335.76,340.24,334.3,41070,337.49,1750104000000,1706373.0,336.686
2025-06-16,HON,224.09,226.4,223.53,43509,225.57,1750104000000,2438970.0,224.3993
2025-06-16,V,355.48,360.22,354.33,168375,356.49,1750104000000,7234665.0,356.7141
2025-06-16,AMGN,295.56,298.77,292.46,48190,296.31,1750104000000,2047619.0,296.033
2025-06-16,BA,201.7,204,199.08,120908,200.57,1750104000000,6902665.0,201.938
2025-06-16,MCD,296.29,304,295.75,97528,303.14,1750104000000,4045666.0,297.7486
2025-06-16,DIS,119.48,120.3416,117.87,135816,118.02,1750104000000,9592056.0,119.412
2025-06-16,GS,627.85,632.27,618,57340,619,1750104000000,1870396.0,628.1243
2025-06-16,PG,160.88,161.95,160.01,97987,160.88,1750104000000,6331961.0,160.9599
2025-06-16,MRK,80.96,81.35,79.71,113821,80.88,1750104000000,12569440.0,80.8289
2025-06-16,KO,70.52,71.62,70.24,151654,71.2,1750104000000,15045880.0,70.6876
2025-06-16,JNJ,155.22,156.495,154.45,111775,156.42,1750104000000,7023995.0,155.2669
2025-06-16,CRM,263.88,263.98,259.965,110637,260.39,1750104000000,7177005.0,263.03
2025-06-16,HD,353.56,357.105,351.9,76328,355.88,1750104000000,3688615.0,353.7863
2025-06-16,UNH,307.66,313.27,304.79,271871,313,1750104000000,14240076.0,307.6206
2025-06-16,AXP,294.22,296.445,290.0199,54683,290.93,1750104000000,2307823.0,294.5326
2025-06-16,NKE,61.9,62.18,61.24,122550,61.38,1750104000000,13681576.0,61.7798
2025-06-16,TRV,265.14,267.175,263.99,24573,265,1750104000000,1324638.0,265.2997
2025-06-17,AAPL,195.64,198.39,195.21,522902,197.2,1750190400000,38856152.0,196.4948
2025-06-17,CRM,262.76,270.5,262.1,151423,263.85,1750190400000,9110069.0,265.0596
2025-06-17,NKE,60,61.3,59.68,141821,61.3,1750190400000,13649716.0,60.416
2025-06-17,IBM,283.05,284.7899,281.0001,60998,281.15,1750190400000,3069556.0,283.1191
2025-06-17,HON,221.79,224.125,221.48,45254,223.6,1750190400000,3105666.0,222.2599
2025-06-17,NVDA,144.12,145.22,143.78,1141208,144.49,1750190400000,139108000.0,144.4918
2025-06-17,CSCO,65.33,66.15,65.02,150178,65.635,1750190400000,18845236.0,65.4939
2025-06-17,AMGN,290.05,295.8,289.625,50696,294.41,1750190400000,2515461.0,291.6572
2025-06-17,AMZN,214.82,217.41,214.56,431316,215.195,1750190400000,32086262.0,215.7332
2025-06-17,JPM,269.52,270.59,267.8,100160,268.17,1750190400000,6739262.0,269.6703
2025-06-17,INTC,20.8,21.48,20.62,228769,20.63,1750190400000,87512156.0,20.9763
2025-06-17,HD,348.78,354.29,347.41,93489,351.94,1750190400000,4230115.0,350.2859
2025-06-17,MSFT,478.04,478.7399,474.08,298756,475.395,1750190400000,15414128.0,477.1437
2025-06-17,AXP,292.81,294.5899,290.95,52988,292.09,1750190400000,2626084.0,293.0238
2025-06-17,KO,69.62,70.46,69.58,139257,70.38,1750190400000,15437032.0,69.9984
2025-06-17,CAT,357.68,362.39,357.03,44895,360.72,1750190400000,1560105.0,359.2426
2025-06-17,VZ,41.85,42.82,41.81,135528,42.8,1750190400000,23028205.0,41.9636
2025-06-17,JNJ,152.38,155.28,152.105,88702,154.965,1750190400000,6407098.0,152.9525
2025-06-17,TRV,264.41,265.005,262.18,25365,263.595,1750190400000,1076202.0,264.1309
2025-06-17,MCD,292.31,296.01,291.79,84324,296,1750190400000,3378975.0,293.3066
2025-06-17,V,357.84,359.6024,353.32,118500,353.49,1750190400000,5559643.0,357.6331
2025-06-17,BA,200.26,205.3099,198.87,179656,201.31,1750190400000,10844631.0,201.2572
2025-06-17,GS,624.64,631.67,623,52148,624.7,1750190400000,1479255.0,626.6112
2025-06-17,UNH,308.87,309.95,305.515,189689,307.45,1750190400000,11593898.0,308.0731
2025-06-17,DIS,118.13,119.33,117.645,101207,118.99,1750190400000,9241183.0,118.4786
2025-06-17,PG,158.52,160.37,158.31,105423,160.06,1750190400000,6809747.0,158.9178
2025-06-17,WMT,94.25,94.82,93.62,143231,93.95,1750190400000,14935630.0,94.2934
2025-06-17,CVX,148.85,149.98,146.5,173912,147.33,1750190400000,11330273.0,148.9121
2025-06-17,MRK,78.28,80.7,78.185,127640,80.28,1750190400000,14040588.0,78.8547
2025-06-17,SHW,331.03,335.155,329.1401,37325,333.93,1750190400000,1593467.0,331.9167
2025-06-17,MMM,142.21,144.88,141.97,38046,144.06,1750190400000,1740276.0,142.7663
2025-06-18,INTC,21.49,21.6,20.66,232171,20.805,1750276800000,94200572.0,21.3246
2025-06-18,AMGN,289.63,291.87,286.6,47867,290.79,1750276800000,2026814.0,289.7434
2025-06-18,AXP,296.42,299.24,292.08,72142,292.08,1750276800000,3691454.0,297.0157
2025-06-18,CAT,359.8,364.23,356.96,53379,357.13,1750276800000,2000469.0,361.2489
2025-06-18,CSCO,65.84,66.34,65.38,153003,65.685,1750276800000,22664169.0,65.9103
2025-06-18,VZ,41.67,41.96,41.6,109589,41.945,1750276800000,18654182.0,41.7539
